episodenbr,title,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,summary
131,The Tenth Planet: Episode 1,Sat,8 Oct 1966,5:52pm,00:23:08,5.50m,,50.0,77,"Landing at the South Pole, the travellers find that Earth's twin planet is disrupting a space mission. The Doctor predicts that they will soon receive visitors from the new planet."
132,The Tenth Planet: Episode 2,Sat,15 Oct 1966,5:50pm,00:23:15,6.40m,,48.0,57,"Earth's energy is being drained away by the new planet, Mondas, and faces destruction. Cyberman invade the base and threaten to convert the humans into creatures like themselves."
133,The Tenth Planet: Episode 3,Sat,22 Oct 1966,5:54pm,00:23:31,7.60m,,48.0,46,"Determined to stop the Cybermen and the energy drain, General Cutler prepares to launch the deadly Z-bomb. Ben and Polly desperately try to stop the launch as the countdown begins."
134,The Tenth Planet: Episode 4,Sat,29 Oct 1966,5:50pm,00:24:02,7.50m,,47.0,48,"The Cybermen invade the Snowcap base, killing General Cutler, but they are then defeated. Back in the TARDIS, the worn out Doctor regenerates"
135,The Power of the Daleks: Episode One,Sat,5 Nov 1966,5:49pm,00:25:43,7.90m,,43.0,44,Ben and Polly suspect that the 'new' Doctor is really an imposter. The TARDIS lands on the planet Vulcan where a murder has been committed.
136,The Power of the Daleks: Episode Two,Sat,12 Nov 1966,5:49pm,00:24:29,7.80m,,45.0,50,"Posing as an Examiner from Earth, the Doctor warns the scientist, Lesterson about the dire consequences of reactivating the dormant Daleks."
137,The Power of the Daleks: Episode Three,Sat,19 Nov 1966,5:51pm,00:23:31,7.50m,,44.0,52,Polly is taken prisoner by the rebels who intend to use the Daleks to take control of the colony. The Doctor discovers that all three Daleks have now been reactivated.
138,The Power of the Daleks: Episode Four,Sat,26 Nov 1966,5:49pm,00:24:23,7.80m,,47.0,50,"Lesterson is driven insane when he discovers that the Daleks are reproducing themselves, and are preparing to seize control of the colony."
139,The Power of the Daleks: Episode Five,Sat,3 Dec 1966,5:51pm,00:23:38,8.00m,,48.0,48,"Bragen leads the rebellion and takes control of the colony, killing Governor Hensell. But the Daleks are also ready to make their final move."
140,The Power of the Daleks: Episode Six,Sat,10 Dec 1966,5:51pm,00:23:46,7.80m,,47.0,37,"As a battle rages between the rebels and the loyal colonists, the Daleks begin their attack. The only chance of survival for the colony rests with the Doctor."
141,The Highlanders: Episode 1,Sat,17 Dec 1966,5:48pm,00:24:38,6.70m,,47.0,67,"The travellers arrive in Scotland in the aftermath of the Battle of Culloden. Taken prisoner by the Redcoats, the Doctor and Ben are to be sent to the West Indies as slaves."
142,The Highlanders: Episode 2,Sat,24 Dec 1966,5:50pm,00:23:41,6.80m,,46.0,89,"Posing as a German physician, the Doctor manages to escape. But by the time he is able to return to rescue Ben and his friends, they have already been taken aboard the ship."
143,The Highlanders: Episode 3,Sat,31 Dec 1966,5:52pm,00:22:54,7.40m,,46.0,68,"The Doctor is reunited with Polly and Kirsty and together the hatch a plan to rescue their friends from the Annabelle. Meanwhile, Ben is sentenced to walk the plank."
144,The Highlanders: Episode 4,Sat,7 Jan 1967,5:50pm,00:24:19,7.30m,,47.0,66,"Exposing the traitors, the Doctor, Ben and Polly are taken safely back to the TARDIS, where they invite Jamie to join them"
145,The Underwater Menace: Episode 1,Sat,14 Jan 1967,5:49pm,00:24:18,8.30m,,48.0,43,"The travellers find themselves deep below the Earth's surface, in the lost city of Atlantis. The Doctor meets the mad Professor Zaroff and Polly is to be turned into a fish person."
146,The Underwater Menace: Episode 2,Sat,21 Jan 1967,5:51pm,00:25:00,7.50m,,46.0,64,Jamie and Ben are set to work in the mines but are determined to escape. The Doctor discovers that Zaroff's mad plans will cause the destruction of the Earth.Recovery announced at the BFI Sunday 11 December 2011
147,The Underwater Menace: Episode 3,Sat,28 Jan 1967,5:51pm,00:24:09,7.10m,,45.0,59,The Doctor hatches a dangerous plan to kidnap Professor Zaroff and encourages the Fish People to revolt against their masters and put a stop to the production of food.
148,The Underwater Menace: Episode 4,Sat,4 Feb 1967,5:50pm,00:23:20,7.00m,,47.0,65,"As Zaroff's insane scheme to destroy the world nears completion, the Doctor plans to break down the sea wall and flood Atlantis."
149,The Moonbase: Episode 1,Sat,11 Feb 1967,5:50pm,00:24:12,8.10m,,50.0,56,The TARDIS lands on the Moon in 2070 and Jamie is injured during a spacewalk. The travellers are treated with suspicion at the weather control moonbase where a plague has struck.
150,The Moonbase: Episode 2,Sat,18 Feb 1967,5:51pm,00:24:42,8.90m,,49.0,36,"Polly discovers that the Cyberman are abducting the plague victims, but nobody believes her until it is too late."
151,The Moonbase: Episode 3,Sat,25 Feb 1967,5:50pm,00:26:11,8.20m,,53.0,49,The Cybermen have taken control of the moonbase and are preparing to use the weather control systems to wreak havoc on Earth.
152,The Moonbase: Episode 4,Sat,4 Mar 1967,5:51pm,00:23:28,8.10m,,58.0,44,The moonbase is cut off from Earth and under siege. The Cybermen launch an all-out attack and the Doctor formulates a dangerous plan to repel the invaders.
153,The Macra Terror: Episode 1,Sat,11 Mar 1967,5:51pm,00:22:58,8.00m,,50.0,37,"The TARDIS arrives at a human colony where everyone appears happy. However, one citizen claims to have seen something terrible and the Doctor is eager to find out what it is."
154,The Macra Terror: Episode 2,Sat,18 Mar 1967,5:51pm,00:23:21,7.90m,,48.0,42,"Despite the Doctor's efforts, Ben has been brainwashed into denying that anything is wrong. Polly tries to escape from Ben but runs straight into the claws of the Macra."
155,The Macra Terror: Episode 3,Sat,25 Mar 1967,5:51pm,00:23:24,8.50m,,52.0,45,"The Doctor, Jamie and Polly are sent to work in the gas mines whilst Ben struggles to regain control of his mind. Jamie escapes into an old shaft where the Macra are waiting."
156,The Macra Terror: Episode 4,Sat,1 Apr 1967,5:50pm,00:24:41,8.40m,,49.0,39,"The Doctor and Polly discover that the Macra are using the humans to mine the gas that they need to survive. The Pilot is shown the truth, but the Macra are still in control."
157,The Faceless Ones: Episode 1,Sat,8 Apr 1967,5:50pm,00:23:47,8.00m,,51.0,47,The TARDIS arrives at Gatwick airport in 1966 where Polly witnesses a murder. When the Doctor alerts the authorities they find the body has vanished and Polly has been kidnapped.
158,The Faceless Ones: Episode 2,Sat,15 Apr 1967,5:51pm,00:25:22,6.40m,,50.0,70,"The missing Polly appears but claims not to know the Doctor or Jamie, then Ben disappears. All clues point to Chameleon Tours, but nobody believes the Doctor's story."
159,The Faceless Ones: Episode 3,Sat,22 Apr 1967,5:50pm,00:23:10,7.90m,,53.0,43,"With the support of Inspector Crossland, the Doctor pursues his investigations. But the Chameleons have already taken steps to prevent the Doctor from uncovering the truth."
160,The Faceless Ones: Episode 4,Sat,29 Apr 1967,5:50pm,00:24:28,6.90m,,55.0,62,"To stop Samantha from boarding the Chameleon Tours flight, Jamie takes her place. An RAF fighter follows the Chameleon plane but it is shot down whilst the plane heads into space!"
161,The Faceless Ones: Episode 5,Sat,6 May 1967,5:52pm,00:23:34,7.10m,,55.0,39,The Doctor fears for the safety of Jamie who is a prisoner of the Chameleons in their space station. The Doctor smuggles himself aboard the next Chameleon Tours flight.
162,The Faceless Ones: Episode 6,Sat,13 May 1967,5:50pm,00:23:38,8.00m,,52.0,33,"On the Chameleon space station, the Doctor faces the Chameleon's Director who announces his plans to abduct 50,000 humans."
163,The Evil of the Daleks: Episode 1,Sat,20 May 1967,6:00pm,00:24:07,8.10m,,51.0,37,The TARDIS has been stolen and the Doctor and Jamie follow the clues which lead to an appointment at a mysterious antique shop.
164,The Evil of the Daleks: Episode 2,Sat,27 May 1967,5:50pm,00:25:13,7.50m,,51.0,37,"The Doctor and Jamie have been transported back in time one hundred years. There, in the home of inventor Theodore Maxtible, the Doctor encounters the Daleks."
165,The Evil of the Daleks: Episode 3,Sat,3 Jun 1967,5:44pm,00:24:27,6.10m,,52.0,61,"Jamie is exploring Maxtible's house, but unknown to him, the Doctor has been forced by the Daleks to subject his companion to a series of tests."
166,The Evil of the Daleks: Episode 4,Sat,10 Jun 1967,5:45pm,00:24:43,5.30m,,51.0,51,"The Doctor demonstrates the strength of the human factor to the Daleks as Jamie and his new friend, Kemel attempt to rescue Victoria Waterfield."
167,The Evil of the Daleks: Episode 5,Sat,17 Jun 1967,5:44pm,00:25:23,5.10m,,53.0,62,"The tests on Jamie are complete, but Victoria is still a captive of the Daleks and Jamie suspects that the Doctor has surrendered to his arch-enemies."
168,The Evil of the Daleks: Episode 6,Sat,24 Jun 1967,5:45pm,00:24:48,6.80m,,49.0,38,The Doctor and Jamie are taken by the Daleks to Skaro where the Dalek Emperor confronts them. The Doctor has made a terrible mistake and the Daleks have won.
169,The Evil of the Daleks: Episode 7,Sat,1 Jul 1967,6:24pm,00:24:33,6.10m,,56.0,50,The human factor is spreading through the Dalek city and Dalek fights Dalek in a civil war. The Doctor and his friends are caught in the crossfire. Not all will survive the battle.
170,The Tomb of the Cybermen: Episode 1,Sat,2 Sep 1967,5:49pm,00:23:58,6.00m,,53.0,57,The Doctor meets Professor Parry and his archaeologists on the planet Telos. The expedition is there to unearth the remains of Cybermen who died out long ago. Or did they..?
171,The Tomb of the Cybermen: Episode 2,Sat,9 Sep 1967,5:50pm,00:24:44,6.40m,,52.0,57,Professor Parry and his team begin to unlock the secrets of the Cybermen's tomb. But there are some amongst the explorers who have a dark agenda of their own.
172,The Tomb of the Cybermen: Episode 3,Sat,16 Sep 1967,5:50pm,00:24:14,7.20m,,49.0,38,The tombs are revealed to be a trap. The Cybermen have risen from their centuries long hibernation and are intent on converting the humans into a new race of Cybermen.
173,The Tomb of the Cybermen: Episode 4,Sat,23 Sep 1967,5:50pm,00:23:22,7.40m,,50.0,34,"The Cyber Controller has been revitalised after leaving the icy tomb, threatening to overpower his human foes. The Doctor is determined to return the Cybermen to their long sleep."
174,The Abominable Snowmen: Episode One,Sat,30 Sep 1967,5:25pm,00:24:15,6.30m,,50.0,57,The TARDIS lands in Tibet in 1935. There the Doctor is accused of murder by Professor Travers who is in search of the legendary Yeti.
175,The Abominable Snowmen: Episode Two,Sat,7 Oct 1967,5:25pm,00:23:15,6.00m,,52.0,71,Jamie and Victoria make an incredible discovery in a cave on the mountain. The Doctor is tied to the gates of the Detsen Monastery as a lure for the hostile Yeti.
176,The Abominable Snowmen: Episode Three,Sat,14 Oct 1967,5:25pm,00:23:55,7.10m,,51.0,51,"When a Yeti is captured by the Detsen monks, the Doctor discovers that it is a robot  but its control sphere is missing. Elsewhere in the monastery, the sphere is on the move."
177,The Abominable Snowmen: Episode Four,Sat,21 Oct 1967,5:24pm,00:24:11,7.10m,,50.0,60,"Imprisoned in the monastery, Victoria is able to escape. The old High Lama is in the control of the alien Great Intelligence which plans to invade Earth."
178,The Abominable Snowmen: Episode Five,Sat,28 Oct 1967,5:24pm,00:23:51,7.20m,,51.0,61,"Discovering that his old friend, Padmasambhava, is still alive after three hundred years, the Doctor goes to confront him. The Great Intelligence prepares to make its final move."
179,The Abominable Snowmen: Episode Six,Sat,4 Nov 1967,5:25pm,00:23:51,7.40m,,52.0,56,"As the Great Intelligence manifests itself on Earth, the Doctor makes a last, desperate attempt to repel the evil entity by pitting his mind against it in a mental battle."
180,The Ice Warriors: One,Sat,11 Nov 1967,5:10pm,00:24:21,6.70m,,52.0,68,The TARDIS arrives on Earth in the midst of a new ice age where Brittanicus Base is fighting a battle to force back the glaciers. A huge Ice Warrior is found frozen in the ice.
181,The Ice Warriors: Two,Sat,18 Nov 1967,5:24pm,00:24:16,7.10m,,52.0,71,"Varga, the Ice Warrior, has returned to life and has captured Victoria and takes her with him to the glacier where he intends to find his frozen comrades."
182,The Ice Warriors: Three,Sat,25 Nov 1967,5:25pm,00:23:58,7.40m,,51.0,64,Varga revives four fellow Ice Warriors from the ice and they begin to excavate their ship. Victoria places herself in jeopardy when she attempts to warn the Brittanicus Base.
183,The Ice Warriors: Four,Sat,2 Dec 1967,5:25pm,00:24:23,7.30m,,51.0,63,"Victoria is chased by the Ice Warriors deep into the caves inside the glacier. The Doctor goes to the Ice Warriors' ship in an attempt to broker a peace, but they do not trust him."
184,The Ice Warriors: Five,Sat,9 Dec 1967,5:24pm,00:24:25,8.00m,,50.0,44,The Doctor and Victoria are held prisoner by the Ice Warriors who are preparing to fire their deadly sonic cannon at the Brittanicus Base.
185,The Ice Warriors: Six,Sat,16 Dec 1967,5:24pm,00:23:58,7.50m,,51.0,59,"The Ice Warriors invade the human's base, and it is up to the Doctor to repel them. Using the ioniser is the only way to defeat the Martians, but to do so could have consequences."
186,The Enemy of the World: Episode 1,Sat,23 Dec 1967,5:25pm,00:23:45,6.80m,,50.0,89,"Arriving on an Australian beach in the future, the Doctor is mistaken for political leader Salamander. It gives Giles Kent an idea about how to infiltrate a research centre"
187,The Enemy of the World: Episode 2,Sat,30 Dec 1967,5:26pm,00:23:48,7.60m,,49.0,75,"Jamie and Victoria travel to Europe where they infiltrate Salamander's staff. Salamander plots to take control of the Central European Zone by discrediting its leader, Denes."
188,The Enemy of the World: Episode 3,Sat,6 Jan 1968,5:25pm,00:23:05,7.10m,,48.0,79,"Jamie and Victoria befriend Fariah, intent on discovering the truth about Salamander. Astrid plans to rescue Denes, but not everything goes according to plan."
189,The Enemy of the World: Episode 4,Sat,13 Jan 1968,5:25pm,00:23:46,7.80m,,49.0,66,"Kent coerces the Doctor into agreeing to impersonate Salamander. Deep beneath his research centre, Salamander is hiding a dark secret."
190,The Enemy of the World: Episode 5,Sat,20 Jan 1968,5:24pm,00:24:22,6.90m,,49.0,73,"Impersonating Salamander, the Doctor infiltrates the research centre, but Benik becomes suspicious. Underground, Salamander's deception is discovered."
