episodenbr,role,name
248,Dr. Who,Patrick Troughton
248,Zoe,Wendy Padbury
248,Lieutenant Carstairs,David Savile
248,Scientist,Vernon Dobtcheff
248,Lady Jennifer Buckingham,Jane Sherwin
248,Jamie,Frazer Hines
248,von Weich,David Garfield
248,Harper,Rudolph Walker
248,Russell,Graham Weston
248,Spencer,Michael Lynch
248,Security Chief,James Bree
248,Alien Technician,Charles Pemberton
248,War Chief,Edward Brayshaw
248,(extra),Denis Balcombe (uncredited)
248,1862 Confederate Soldier,Les Conrad (uncredited)
248,1862 Confederate Soldier,Bill Richards (uncredited)
248,Alien Guard,Bruce Wells (uncredited)
248,Alien Guard,Martin Lyder (uncredited)
248,Alien Guard,Bill Strange (uncredited)
248,Alien Technician,Richard King (uncredited)
248,Resistance Man,Clive Rodgers (uncredited)
248,Resistance Man,Roger Graham (uncredited)
248,Resistance Man,Cy Wallis (uncredited)
248,Resistance Man,Terry Munro (uncredited)
249,Dr. Who,Patrick Troughton
249,Lieutenant Carstairs,David Savile
249,Zoe,Wendy Padbury
249,Jamie,Frazer Hines
249,Security Chief,James Bree
249,Scientist,Vernon Dobtcheff
249,Russell,Graham Weston
249,War Chief,Edward Brayshaw
249,von Weich,David Garfield
249,Moor,David Troughton
249,Alien Guard,Gerry Wain (uncredited)
249,Alien Guard,Del Watson (uncredited)
249,(extra),David Billa (uncredited)
249,(extra),Denis Balcombe (uncredited)
249,(extra),Bruce Wells (uncredited)
249,(extra),Les Conrad (uncredited)
249,Resistance Man,Bryan Nolan (uncredited)
249,Resistance Man,Barry Kennington (uncredited)
250,Dr. Who,Patrick Troughton
250,Jamie,Frazer Hines
250,Lieutenant Carstairs,David Savile
250,War Chief,Edward Brayshaw
250,Security Chief,James Bree
250,War Lord,Philip Madoc
250,General Smythe,Noel Coleman
250,Sgt. Major Burns,Esmond Webb
250,Zoe,Wendy Padbury
250,Russell,Graham Weston
250,Du Pont,Peter Craze
250,(extra),Allan Travell (uncredited)
250,(extra),Bill Richards (uncredited)
250,(extra),Bruce Wells (uncredited)
250,(extra),Bryan Nolan (uncredited)
250,(extra),Denis Balcombe (uncredited)
250,(extra),Richard King (uncredited)
250,(extra),Terry Munro (uncredited)
250,Alien Guard,Les Conrad (uncredited)
250,Alien Guard,Raoul Skinner (uncredited)
250,Alien Technician,Derek Calder (uncredited)
250,Alien Technician,Terence Danville (uncredited)
250,British Soldier,Alex Hood (uncredited)
250,British Soldier,Alistair Meldrum (uncredited)
250,British Soldier,Bill Willyman (uncredited)
250,British Soldier,David Melbourne (uncredited)
250,British Soldier,Derek Hunt (uncredited)
250,British Soldier,Roger Graham (uncredited)
250,British Soldier,Tony Starr (uncredited)
250,Machine Gunner,Hein Viljoan (uncredited)
250,Machine Gunner,Roger Charles (uncredited)
250,Resistance Man,Derek Crick (uncredited)
250,Resistance Man,Harry Tierney (uncredited)
250,Resistance Man,Jim Delaney (uncredited)
250,Resistance Man,Joe Santo (uncredited)
250,Resistance Man,Joe Santo (uncredited)
250,Resistance Man,Patrick Milner (uncredited)
250,Resistance Man,Robin Scott (uncredited)
251,Dr. Who,Patrick Troughton
251,Jamie,Frazer Hines
251,Zoe,Wendy Padbury
251,Lieutenant Carstairs,David Savile
251,Security Chief,James Bree
251,Russell,Graham Weston
251,War Lord,Philip Madoc
251,War Chief,Edward Brayshaw
251,Arturo Villar,Michael Napier-Brown
251,Petrov,Stephen Hubay
251,Alien Technician,John Spradbury (uncredited)
251,American Soldier,Jim Delaney (uncredited)
251,Crimean Soldier,Del Watson (uncredited)
251,German soldier,Patrick Milner (uncredited)
251,Mexican Bandit,John de Marco (uncredited)
251,Mexican Bandit,Chris Achilles (uncredited)
251,Resistance Man,Steve Emerson (uncredited)
251,Resistance Man,Stan Simonds (uncredited)
251,(extra),Ron Conrad (uncredited)
251,(extra),Terry Munro (uncredited)
251,(extra),Bill Richards (uncredited)
251,(extra),Denis Balcombe (uncredited)
251,(extra),Bryan Nolan (uncredited)
251,(extra),Joe Santo (uncredited)
251,(extra),Allan Travell (uncredited)
251,(extra),Derek Crick (uncredited)
251,(extra),David Billa (uncredited)
251,(extra),Derek Calder (uncredited)
252,Dr. Who,Patrick Troughton
252,Jamie,Frazer Hines
252,Zoe,Wendy Padbury
252,Lieutenant Carstairs,David Savile
252,Arturo Villar,Michael Napier-Brown
252,Russell,Graham Weston
252,War Chief,Edward Brayshaw
252,Security Chief,James Bree
252,War Lord,Philip Madoc
252,Stunt Man,Peter Diamond (uncredited)
252,Stunt Man,Gerry Wain (uncredited)
252,Resistance Man,Alistair Meldrum (uncredited)
252,(extra),Les Conrad (uncredited)
252,(extra),Bruce Wells (uncredited)
252,(extra),Bill Richards (uncredited)
252,(extra),Denis Balcombe (uncredited)
252,(extra),Patrick Milner (uncredited)
252,(extra),David Billa (uncredited)
252,(extra),John Spradbury (uncredited)
253,Dr. Who,Patrick Troughton
253,Jamie,Frazer Hines
253,First Time Lord,Bernard Horsfall
253,Second Time Lord,Trevor Martin
253,Third Time Lord,Clyde Pollitt
253,War Lord,Philip Madoc
253,Tanya Lernov,Clare Jenkins
253,Lieutenant Carstairs,David Savile (uncredited)
253,Arturo Villar,Michael Napier-Brown (uncredited)
253,Russell,Graham Weston (uncredited)
253,War Chief,Edward Brayshaw (uncredited)
253,Security Chief,James Bree (uncredited)
253,Quark,Freddie Wilson (Radio Times)
253,Yeti,John Levene (Radio Times)
253,Cyberman,Roy Pearce (Radio Times)
253,Ice Warrior,Tony Harwood (Radio Times)
253,Dalek,Robert Jewell (Radio Times)
253,Redcoat,Denis Balcombe (uncredited)
253,Time Lord Technician,David Billa (uncredited)
253,Time Lord Technician,Derek Calder (uncredited)
253,Zoe,Wendy Padbury
254,Doctor Who,Jon Pertwee
254,Liz Shaw,Caroline John
254,Brigadier Lethbridge-Stewart,Nicholas Courtney
254,Channing,Hugh Burden
254,Sam Seeley,Neil Wilson
254,Mullins,Talfryn Thomas
254,Captain Munro,John Breslin
254,Dr. Henderson,Antony Webb
254,Nurse,Helen Dorward
254,Corporal Forbes,George Lee
254,UNIT Officer,Tessa Shaw
254,Technician,Ellis Jones
254,Wagstaffe,Alan Mitchell
254,2nd Reporter,Prentis Hancock
254,Dr Lomax (Voice),Ellis Jones (uncredited)
254,UNIT Soldier,Ian Smith (uncredited)
254,(extra),Rachael Hipwood (uncredited)
254,(extra),Trevor Cuff (uncredited)
254,(extra),Hugh Wood (uncredited)
254,(extra),Dave Mobey (uncredited)
254,(extra),John Hughes (uncredited)
254,(extra),Robert Needham (uncredited)
254,(extra),Alan Cooper (uncredited)
254,(extra),Vicki Maxine (uncredited)
254,(extra),June Jenson (uncredited)
254,(extra),David Dewhurst (uncredited)
254,(extra),Arthur Judd (uncredited)
254,(extra),Marie Johnson (uncredited)
254,(extra),Roy Brent (uncredited)
254,(extra),Victor Crocksford (uncredited)
254,(extra),Michael Horsburgh (uncredited)
254,(extra),Patrick Milner (uncredited)
254,(extra),Antonio de Maggio (uncredited)
254,(extra),Rosemary Turner (uncredited)
254,(extra),Lindy Russell (uncredited)
254,(extra),Bryan Nolan (uncredited)
254,(extra),Dennis MacTighe (uncredited)
254,Car Park Attendant,Derrick Sherwin (uncredited)
255,Doctor Who,Jon Pertwee
255,Liz Shaw,Caroline John
255,Brigadier Lethbridge-Stewart,Nicholas Courtney
255,Channing,Hugh Burden
255,Scobie,Hamilton Dyce
255,Captain Munro,John Breslin
255,Dr. Henderson,Antony Webb
255,Dr Beavis,Henry McCarthy
255,Hibbert,John Woodnutt
255,Ransome,Derek Smee
255,Sam Seeley,Neil Wilson
255,Meg,Betty Bowden
255,Corporal Forbes,George Lee
255,UNIT Soldier,Ian Smith (uncredited)
255,(extra),Christine Bradley (uncredited)
255,(extra),Constance Carling (uncredited)
255,(extra),Ronald Mayer (uncredited)
255,(extra),Patrick Milner (uncredited)
255,(extra),Antonio de Maggio (uncredited)
255,(extra),Geoffrey Brighty (uncredited)
255,Auton,Ivan Orton (uncredited)
255,Car Park Attendant,Derrick Sherwin (uncredited)
256,Doctor Who,Jon Pertwee
256,Liz Shaw,Caroline John
256,Brigadier Lethbridge-Stewart,Nicholas Courtney
256,Channing,Hugh Burden
256,Scobie,Hamilton Dyce
256,Captain Munro,John Breslin
256,Hibbert,John Woodnutt
256,Ransome,Derek Smee
256,Sam Seeley,Neil Wilson
256,Meg,Betty Bowden
256,Sergeant,Clifford Cox
256,UNIT Soldier,Ian Smith (uncredited)
256,Auton,Ivan Orton (uncredited)
256,(extra),Robert Whitman (uncredited)
256,(extra),Constance Carling (uncredited)
257,Doctor Who,Jon Pertwee
257,Liz Shaw,Caroline John
257,Brigadier Lethbridge-Stewart,Nicholas Courtney
257,Channing,Hugh Burden
257,Scobie,Hamilton Dyce
257,Captain Munro,John Breslin
257,Hibbert,John Woodnutt
257,Attendant,Edmund Bailey
257,(extra),Alan Cooper (uncredited)
257,(extra),Alan Granville (uncredited)
257,(extra),Barry Kennington (uncredited)
257,(extra),Christopher Rushton (uncredited)
257,(extra),David Melbourne (uncredited)
257,(extra),Derek Hunt (uncredited)
257,(extra),Doris Lang (uncredited)
257,(extra),Fred Davis (uncredited)
257,(extra),Gary Dean (uncredited)
257,(extra),Grace Doin (uncredited)
257,(extra),Henry Rainer (uncredited)
257,(extra),John Spradbury (uncredited)
257,(extra),Laurence Rose (uncredited)
257,(extra),Michael Harrison (uncredited)
257,(extra),Robert Murphy (uncredited)
257,Auton,Arnold Chazen (uncredited)
257,Auton,Barry Ashton (uncredited)
257,Auton,Bob Williman (uncredited)
257,Auton,Cy Town (uncredited)
257,Auton,Dennis Hayward (uncredited)
257,Auton,Hein Viljoan (uncredited)
257,Auton,Ivan Orton (uncredited)
257,Auton,Keith Ashley (uncredited)
257,Auton,Keith Simon (uncredited)
257,Auton,Kenneth Lindford (uncredited)
257,Auton,Roger Houghton (uncredited)
257,Auton,Roger Minnis (uncredited)
257,Auton,Tom Segal (uncredited)
257,Regular Soldier,Michael Earl (uncredited)
257,UNIT Soldier,Brian Justice (uncredited)
257,UNIT Soldier,Norman Littlejohns (uncredited)
257,UNIT Soldier,Peter Kaukus (uncredited)
257,Waxworks Visitor / Auton Replica,Alan Clements (uncredited)
257,Waxworks Visitor / Auton Replica,Alfred Hurst (uncredited)
257,Waxworks Visitor / Auton Replica,Anthony Maine (uncredited)
257,Waxworks Visitor / Auton Replica,Bernadette Barry (uncredited)
257,Waxworks Visitor / Auton Replica,Bill Matthews (uncredited)
257,Waxworks Visitor / Auton Replica,Cara Stevens (uncredited)
257,Waxworks Visitor / Auton Replica,Claire Maine (uncredited)
257,Waxworks Visitor / Auton Replica,David Billa (uncredited)
257,Waxworks Visitor / Auton Replica,Diana Collins (uncredited)
257,Waxworks Visitor / Auton Replica,Gideon Kolb (uncredited)
257,Waxworks Visitor / Auton Replica,Joy Burnett (uncredited)
257,Waxworks Visitor / Auton Replica,June Gray (uncredited)
257,Waxworks Visitor / Auton Replica,Leonard Kingston (uncredited)
257,Waxworks Visitor / Auton Replica,Leslie Bates (uncredited)
257,Waxworks Visitor / Auton Replica,Lola Morrice (uncredited)
257,Waxworks Visitor / Auton Replica,Maurice Quick (uncredited)
257,Waxworks Visitor / Auton Replica,Maurice Selwyn (uncredited)
257,Waxworks Visitor / Auton Replica,Reg Lloyd (uncredited)
257,Waxworks Visitor / Auton Replica,Sandy Stein (uncredited)
257,Waxworks Visitor / Auton Replica,Sheila Knight (uncredited)
257,Waxworks Visitor / Auton Replica,Sonny Willis (uncredited)
257,Waxworks Visitor / Auton Replica,Terence Denville (uncredited)
257,Waxworks Visitor / Auton Replica,Vi Kane (uncredited)
257,Waxworks Visitor / Auton Replica,Walter Goodman (uncredited)
257,Auton,Ivan Orton (uncredited)
258,Doctor Who,Jon Pertwee
258,Liz Shaw,Caroline John
258,Brigadier Lethbridge-Stewart,Nicholas Courtney
258,Dr. Quinn,Fulton Mackay
258,Major Baker,Norman Jones
258,Dr. Lawrence,Peter Miles
258,Miss Dawson,Thomasine Heiner
258,Dr. Meredith,Ian Cunningham
258,Roberts,Roy Brannigan
258,Spencer,John Newman
258,Davis,Bill Matthews
258,(extra),John Spradbury (uncredited)
258,Receptionist,Sheila Knight (uncredited)
258,Security Guard,Brian John (uncredited)
258,Security Guard,Patrick Milner (uncredited)
258,Technician,Alan Vicars (uncredited)
258,Technician,Alex Hood (uncredited)
258,Technician,Barry Kennington (uncredited)
258,Technician,Cara Stevens (uncredited)
258,Technician,Cy Town (uncredited)
258,Technician,David Billa (uncredited)
258,Technician,Joan Harsant (uncredited)
258,Technician,Keith Ashley (uncredited)
258,Technician,Keith Goodman (uncredited)
258,Technician,Margaret Pilbeau (uncredited)
258,Technician,Mary Denton (uncredited)
258,Technician,Michael Earl (uncredited)
258,Technician,Michael Lomax (uncredited)
258,Technician,Norton Clark (uncredited)
258,Technician,Richard Lawrence (uncredited)
258,Technician,Ronald Gough (uncredited)
259,Doctor Who,Jon Pertwee
259,Liz Shaw,Caroline John
259,Brigadier Lethbridge-Stewart,Nicholas Courtney
259,Dr. Quinn,Fulton Mackay
259,Major Baker,Norman Jones
259,Dr. Lawrence,Peter Miles
259,Miss Dawson,Thomasine Heiner
259,Captain Hawkins,Paul Darrow
259,Doris Squire,Nancie Jackson
259,Squire,Gordon Richardson (uncredited)
259,Silurian,Pat Gorman
259,Silurian Voice,Peter Halliday
259,Technician,Barry Kennington (uncredited)
259,Technician,Cara Stevens (uncredited)
259,Technician,Joan Harsant (uncredited)
259,Technician,John Spradbury (uncredited)
259,Technician,Keith Ashley (uncredited)
259,Technician,Keith Goodman (uncredited)
259,Technician,Norton Clark (uncredited)
259,Technician,Ronald Gough (uncredited)
259,Technician,Sheila Knight (uncredited)
259,UNIT Soldier,Alan Clements (uncredited)
259,UNIT Soldier,Alex Hood (uncredited)
259,UNIT Soldier,Antonio de Maggio (uncredited)
259,UNIT Soldier,Bernard Barnsley (uncredited)
259,UNIT Soldier,Bryan Nolan (uncredited)
259,UNIT Soldier,Jim Delaney (uncredited)
259,UNIT Soldier,John Doyle (uncredited)
259,UNIT Soldier,Mark Johnson (uncredited)
260,Doctor Who,Jon Pertwee
260,Liz Shaw,Caroline John
260,Brigadier Lethbridge-Stewart,Nicholas Courtney
260,Dr. Quinn,Fulton Mackay
260,Major Baker,Norman Jones
260,Dr. Lawrence,Peter Miles
260,Miss Dawson,Thomasine Heiner
260,Captain Hawkins,Paul Darrow
260,Silurian,Pat Gorman
260,UNIT Soldier,Mark Johnson (uncredited)
260,UNIT Soldier,Bryan Nolan (uncredited)
260,UNIT Soldier,Alex Hood (uncredited)
260,Technician,Pat Matthews (uncredited)
260,Technician,Olive Macheil (uncredited)
260,Technician,Barry Kennington (uncredited)
260,Technician,Ronald Gough (uncredited)
260,Technician,Keith Ashley (uncredited)
260,Technician,Michael Earl (uncredited)
261,Doctor Who,Jon Pertwee
261,Liz Shaw,Caroline John
261,Brigadier Lethbridge-Stewart,Nicholas Courtney
261,Major Baker,Norman Jones
261,Masters,Geoffrey Palmer
261,Dr. Lawrence,Peter Miles
261,Captain Hawkins,Paul Darrow
261,Sergeant Hart,Richard Steele
261,Miss Dawson,Thomasine Heiner
261,Travis,Ian Talbot
261,Old Silurian,Dave Carter
261,Young Silurian,Nigel Johns
261,Silurian Voice,Peter Halliday
261,Silurian,Paul Barton
261,Silurian,Simon Cain
261,Silurian,John Churchill
261,Silurian,Pat Gorman
261,Dr. Quinn,Fulton Mackay (uncredited)
261,UNIT Soldier,Mark Johnson (uncredited)
261,UNIT Soldier,Bryan Nolan (uncredited)
261,Technician,Pat Mattthews (uncredited)
261,Technician,Olive Macheil (uncredited)
261,Technician,Barry Kennington (uncredited)
261,Technician,Ronald Gough (uncredited)
261,Technician,Keith Ashley (uncredited)
261,Technician,Alex Hood (uncredited)
261,Technician,Michael Earl (uncredited)
261,UNIT Soldier,John Doyle (uncredited)
261,UNIT Soldier,Bernard Barnsley (uncredited)
261,UNIT Soldier,Jim Delaney (uncredited)
261,UNIT Soldier,Alan Clements (uncredited)
261,UNIT Soldier,Antonio de Maggio (uncredited)
262,Doctor Who,Jon Pertwee
262,Liz Shaw,Caroline John
262,Brigadier Lethbridge-Stewart,Nicholas Courtney
262,Major Baker,Norman Jones
262,Masters,Geoffrey Palmer
262,Dr. Lawrence,Peter Miles
262,Miss Dawson,Thomasine Heiner
262,Captain Hawkins,Paul Darrow
262,Private Robins,Harry Swift
262,Old Silurian,Dave Carter
262,Young Silurian,Nigel Johns
262,Silurian Scientist,Pat Gorman
262,Silurian Voice,Peter Halliday
262,Silurian,Paul Barton
262,Silurian,Simon Cain
262,Silurian,John Churchill
262,UNIT Soldier,Mark Johnson (uncredited)
262,UNIT Soldier,John Spradbury (uncredited)
262,UNIT Soldier,John Doyle (uncredited)
262,UNIT Soldier,Alan Clements (uncredited)
262,UNIT Soldier,Antonio de Maggio (uncredited)
262,UNIT Soldier,Bernard Barnsley (uncredited)
262,UNIT Soldier,Jim Delaney (uncredited)
263,Doctor Who,Jon Pertwee
263,Liz Shaw,Caroline John
263,Brigadier Lethbridge-Stewart,Nicholas Courtney
263,Masters,Geoffrey Palmer
263,Dr. Lawrence,Peter Miles
263,Captain Hawkins,Paul Darrow
263,Sergeant Hart,Richard Steele
263,Corporal Nutting,Alan Mason
263,Private Wright,David Pollitt
263,Hospital Doctor,Brendan Barry
263,Young Silurian,Nigel Johns
263,Silurian Scientist,Pat Gorman
263,Silurian,Simon Cain
263,Silurian Voice,Peter Halliday
263,Ambulanceman,Dave Carter (uncredited)
263,Cabbie,Mostyn Evans (uncredited)
263,London extra,Aileen Lewis (uncredited)
263,London extra,Alison Daumler (uncredited)
263,London extra,Betty Richardson (uncredited)
263,London extra,B G Heath (uncredited)
263,London extra,Brenda Skilton (uncredited)
263,London extra,Bruce Cox (uncredited)
263,London extra,Colin Cunningham (uncredited)
263,London extra,Constance Carling (uncredited)
263,London extra,David Parry (uncredited)
263,London extra,Denis McTighe (uncredited)
263,London extra,Elizabeth Power (uncredited)
263,London extra,George Romanov (uncredited)
263,London extra,Harold Horsham (uncredited)
263,London extra,Harold White (uncredited)
263,London extra,Hugh Cecil (uncredited)
263,London extra,Iona MacRae (uncredited)
263,London extra,Jean Hylton (uncredited)
263,London extra,Jean Shannon (uncredited)
263,London extra,Jim Delaney (uncredited)
263,London extra,Joanna Lawrence (uncredited)
263,London extra,John Shorter (uncredited)
263,London extra,Josie Dent (uncredited)
263,London extra,Joyce Windsor (uncredited)
263,London extra,Leslie Shannon (uncredited)
263,London extra,Lyn Turner (uncredited)
263,London extra,Maureen Nelson (uncredited)
263,London extra,Michael Moor (uncredited)
263,London extra,Natalia Lindley (uncredited)
263,London extra,Pat Matthews (uncredited)
263,London extra,Peter Blackburn (uncredited)
263,London extra,Peter Brett (uncredited)
263,London extra,Peter Ray (uncredited)
263,London extra,Rex Rashley (uncredited)
263,London extra,Richard King (uncredited)
263,London extra,Rosina Stewart (uncredited)
263,London extra,Roy Denton (uncredited)
263,London extra,Roy Pearce (uncredited)
263,London extra,Stenson Falcke (uncredited)
263,London extra,Stuart Myers (uncredited)
263,London extra,Sue Casters (uncredited)
263,London extra,Walter Henry (uncredited)
263,London extra,Willy Bowman (uncredited)
263,London extra,Winnifred Ray (uncredited)
263,Nurse,Bella Emberg (uncredited)
263,Research Centre Nurse,Gillian Toll (uncredited)
263,Technician,Keith Ashley (uncredited)
263,Technician,Ronald Gough (uncredited)
263,UNIT Soldier,Bryan Nolan (uncredited)
263,UNIT Soldier,John Spradbury (uncredited)
263,UNIT Soldier,Terence Denville (uncredited)
263,UNIT Soldier,Pierce McEvoy (uncredited)
263,UNIT Soldier,David Melbourne (uncredited)
263,UNIT Soldier,Roger Minnis (uncredited)
264,Doctor Who,Jon Pertwee
264,Liz Shaw,Caroline John
264,Brigadier Lethbridge-Stewart,Nicholas Courtney
264,Captain Hawkins,Paul Darrow
264,Corporal Nutting,Alan Mason
264,Young Silurian,Nigel Johns
264,Silurian Scientist,Pat Gorman
264,Silurian Voice,Peter Halliday
264,Silurian,Paul Barton
264,Silurian,Simon Cain
264,Silurian,Dave Carter
264,Silurian,John Churchill
264,UNIT Soldier,Brian Haughton (uncredited)
264,Receptionist,Sheila Knight (uncredited)
264,UNIT Soldier,Mark Johnson (uncredited)
264,UNIT Soldier,Alex Donald (uncredited)
264,UNIT Soldier,David Melbourne (uncredited)
264,Technician,Ronald Gough (uncredited)
264,Technician,Peter Holmes (uncredited)
264,Technician,Richard King (uncredited)
264,Technician,Leonard Kingston (uncredited)
264,Technician,Keith Ashley (uncredited)
264,Technician,Stuart Myers (uncredited)
264,Technician,Cy Town (uncredited)
264,Technician,Joan Harsant (uncredited)
264,Technician,Cara Stevens (uncredited)
265,Doctor Who,Jon Pertwee
265,Liz Shaw,Caroline John
265,Brigadier Lethbridge-Stewart,Nicholas Courtney
265,Ralph Cornish,Ronald Allen
265,Taltalian,Robert Cawdron
265,Carrington ,John Abineri
265,Van Lyden,Ric Felgate
265,John Wakefield,Michael Wisher
265,Miss Rutherford,Cheryl Molineaux
265,Grey,Ray Armstrong
265,Collinson,Robert Robertson
265,Collinson's Man,Garth Wilkins (uncredited)
265,Collinson's Man,Leslie Shannon (uncredited)
